LOG1;DATA_HORA
R.OSCAR.SCHNEIDER;20111117 20:34
R.JOSE DE ALENCAR;20111117 21:00
R.GASTON ENGLERT;20111117 22:00
AV.CRISTOVAO COLOMBO;20111117 22:20
R.DA REPUBLICA;20111117 23:15
AV.NILOPOLIS;20111117 23:40
AV.EDVALDO PEREIRA PAIVA;20111118 01:00
AV.BENTO GONCALVES;20111118 02:10
R.MATIAS JOSE BINS;20111118 05:50
AV.PROTASIO ALVES;20111118 06:00
AV.PRESIDENTE CASTELO BRANCO;20111118 06:45
AV.SERTORIO;20111118 06:45
AV.BENTO GONCALVES;20111118 07:00
AV.PROTASIO ALVES;20111118 07:00
AV.JOAO PESSOA;20111118 07:10
R.DOMINGOS RUBBO;20111118 07:30
R.PLACIDO DE CASTRO;20111118 07:35
AV.EDGAR.PIRES DE CASTRO;20111118 07:43
AV.OTTO NIEMEYER;20111118 07:50
AV.PRESIDENTE CASTELO BRANCO;20111118 08:15
R.ANITA GARIBALDI;20111118 08:20
AV.PROTASIO ALVES;20111118 08:30
AV.IPIRANGA;20111118 08:40
AV.ECON NILO WULFF;20111118 08:45
R.FIGUEIREDO MASCARENHAS;20111118 08:50
AV.INDEPENDENCIA;20111118 09:00
R.TIRADENTES;20111118 09:15
R.VINTE QUATRO DE OUTUBRO;20111118 09:15
AV.ANTONIO CARVALHO;20111118 09:20
R.MARIANTE;20111118 09:40
R.MOSTARDEIRO;20111118 10:15
R.VOLUNTARIOS DA PATRIA;20111118 10:25
AV.ANTONIO CARVALHO;20111118 10:25
AV.SERTORIO;20111118 10:30
AV.ASSIS BRASIL;20111118 10:30
AV.PROTASIO ALVES;20111118 10:40
AV.JOAO PESSOA;20111118 10:50
R.JOAO BASTIAN;20111118 11:00
R.BOTAFOGO;20111118 11:10
R.CABRAL;20111118 11:40
AV.VICENTE MONTEGGIA;20111118 11:50
R.HAVANA;20111118 11:50
R.SAO CARLOS;20111118 11:55
AV.BENTO GONCALVES;20111118 12:00
R.GEN LIMA E SILVA;20111118 12:05
TUN NS DA CONCEICAO-AC RUA SARMENTO LEITE;20111118 12:15
AV.DA AZENHA;20111118 12:15
R.MADRE ANA;20111118 12:15
AV.CERES;20111118 12:15
R.VOLUNTARIOS DA PATRIA;20111118 12:20
AV.DA AZENHA;20111118 12:45
R.VICENTE DA FONTOURA;20111118 12:50
R.PROF CRISTIANO FISCHER;20111118 12:50
AV.PARA;20111118 12:55
R.RAMIRO BARCELOS;20111118 13:00
AV.IPIRANGA;20111118 13:15
R.JEROLOMO MINUZO;20111118 13:20
R.ENG ANTONIO CARLOS TIBIRICA;20111118 13:20
AV.ASSIS BRASIL;20111118 13:40
R.MARQUES DO POMBAL;20111118 13:50
AV.EDVALDO PEREIRA PAIVA;20111118 14:30
AV.SATURNINO DE BRITO;20111118 14:40
R.ENG RYFF;20111118 14:40
AV.JOSE GERTUM;20111118 15:15
R.ENES BANDEIRA;20111118 15:15
AV.CEL LUCAS DE OLIVEIRA;20111118 15:30
AV.JUCA BATISTA;20111118 15:33
AV.JOAO PESSOA;20111118 15:35
AV.JOSE BONIFACIO;20111118 15:40
AV.BENTO GONCALVES;20111118 15:42
AV.BENTO GONCALVES;20111118 15:45
R.PEREIRA FRANCO;20111118 15:50
AV.PROF OSCAR.PEREIRA;20111118 16:10
AV.JOSE BONIFACIO;20111118 16:15
AV.PADRE CACIQUE;20111118 16:16
R.JOAO PAETZEL;20111118 16:33
AV.DR.NILO PECANHA;20111118 16:40
R.CEL NEVES;20111118 16:42
AV.CRISTOVAO COLOMBO;20111118 16:45
R.DONA MALVINA;20111118 17:10
AV.A J RENNER;20111118 17:20
R.SARGENTO NICOLAU DIAS DE FARIAS;20111118 17:30
AV.PARA;20111118 17:40
AC S TRES QUINTA UV VILA RESTINGA;20111118 17:45
AV.NONOAI;20111118 17:56
AV.PRAIA DE BELAS;20111118 18:00
AV.ASSIS BRASIL;20111118 18:00
AV.SERTORIO;20111118 18:06
AV.SERTORIO;20111118 18:29
R.GEN VASCO ALVES;20111118 18:30
R.DUQUE DE CAXIAS;20111118 18:30
AV.SATURNINO DE BRITO;20111118 19:10
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111118 19:20
AV.EDVALDO PEREIRA PAIVA;20111118 19:22
R.FELIZARDO;20111118 19:28
AV.PROTASIO ALVES;20111118 19:43
AV.CHUI;20111118 20:40
AV.ASSIS BRASIL;20111118 21:30
AV.BENTO GONCALVES;20111118 22:00
AV.PLINIO BRASIL MILANO;20111118 22:30
R.SETE DE SETEMBRO;20111118 23:15
AV.ASSIS BRASIL;20111118 23:20
R.GEN VASCO ALVES;20111118 23:25
AV.ANTONIO CARVALHO;20111119 01:00
AV.JULIO DE CASTILHOS;20111119 03:00
AV.TEIXEIRA MENDES;20111119 04:05
LG VESPASIANO JULIO VEPPO;20111119 04:24
R.SANTOS DUMONT;20111119 06:40
R.SAO NICOLAU;20111119 07:25
AV.EDVALDO PEREIRA PAIVA;20111119 07:50
AV.FRANCA;20111119 08:30
R.WASHINGTON LUIZ;20111119 08:45
AV.LOUREIRO DA SILVA;20111119 08:45
R.COMENDADOR.RHEINGANTZ;20111119 09:00
AV.ASSIS BRASIL;20111119 09:00
AV.NILOPOLIS;20111119 09:30
AV.OTTO NIEMEYER;20111119 10:05
AV.ASSIS BRASIL;20111119 10:30
AV.SAO PEDRO;20111119 10:45
R.EUDORO BERLINK;20111119 11:15
AV.TERESOPOLIS;20111119 11:50
AV.JOAO XXIII;20111119 12:35
R.PAULO AUTRAN;20111119 12:40
R.JOAQUIM SILVEIRA;20111119 13:00
AV.BENTO GONCALVES;20111119 13:10
AV.JULIO DE CASTILHOS;20111119 13:20
R.ANITA GARIBALDI;20111119 13:37
AV.SATURNINO DE BRITO;20111119 14:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111119 14:40
AV.CRISTOVAO COLOMBO;20111119 15:20
AV.NILOPOLIS;20111119 16:00
R.ARAPEI;20111119 16:30
AV.ASSIS BRASIL;20111119 16:35
AV.JUCA BATISTA;20111119 16:50
AV.PROTASIO ALVES;20111119 17:15
ESTR.COSTA GAMA;20111119 17:20
AV.PADRE CACIQUE;20111119 18:15
ESTR.COSTA GAMA;20111119 18:30
ESTR.JOAO ANTONIO SILVEIRA;20111119 18:50
AV.ORLEAES;20111119 18:56
AV.TERESOPOLIS;20111119 19:00
R.TOBIAS DA SILVA;20111119 19:25
AV.PROF OSCAR.PEREIRA;20111119 19:35
AV.PROTASIO ALVES;20111119 19:50
AV.IPIRANGA;20111119 20:50
AV.PROTASIO ALVES;20111119 22:20
AV.IPIRANGA;20111119 22:30
AV.ASSIS BRASIL;20111119 22:30
R.MONSENHOR.VERAS;20111120 00:05
AV.BORGES DE MEDEIROS;20111120 02:03
AV.JULIO DE CASTILHOS;20111120 04:50
ESTR.CRISTIANO KRAEMER;20111120 06:00
AV.PROTASIO ALVES;20111120 09:05
AV.SERTORIO;20111120 10:20
AV.PROF OSCAR.PEREIRA;20111120 10:30
AV.EDVALDO PEREIRA PAIVA;20111120 10:52
AV.BENTO GONCALVES;20111120 11:00
R.DONA MARGARIDA;20111120 11:15
TRAV.TUYUTY;20111120 11:40
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111120 13:45
R.FELIZARDO;20111120 13:50
AV.PROTASIO ALVES;20111120 14:40
AV.MANOEL ELIAS;20111120 14:40
AV.PROTASIO ALVES;20111120 15:00
AV.DESEMBARGADOR.ANDRE DA ROCHA;20111120 15:45
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111120 16:45
AV.IPIRANGA;20111120 17:00
AV.ALBERTO PASQUALINI;20111120 17:20
AV.ASSIS BRASIL;20111120 17:20
R.COMENDADOR.RODOLFO GOMES;20111120 17:30
AV.ELIAS CIRNE LIMA;20111120 18:30
R.GEN LIMA E SILVA;20111120 18:45
AV.ANTONIO CARVALHO;20111120 19:00
AV.PROF OSCAR.PEREIRA;20111120 20:12
R.DR.CAMPOS VELHO;20111120 20:26
ESTR.SAO CAETANO;20111120 21:50
AV.ASSIS BRASIL;20111120 22:15
AV.PINHEIRO BORDA;20111121 02:20
R.PROF CRISTIANO FISCHER;20111121 03:30
R.DR.CASTRO DE MENEZES;20111121 07:00
ESTR.DAS TRES MENINAS;20111121 07:00
R.ERNESTO PELLANDA;20111121 07:20
ESTR.JOAO DE OLIVEIRA REMIAO;20111121 07:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111121 07:30
AV.SAUL NONNENMACHER;20111121 07:35
AV.BENTO GONCALVES;20111121 07:40
AV.JOAO OBINO;20111121 08:00
AV.FARRAPOS;20111121 08:00
R.CEL NEVES;20111121 08:10
AV.OSVALDO ARANHA;20111121 08:15
R.JOAO MOREIRA MACIEL;20111121 08:24
R.ARAPONGA;20111121 08:30
R.RAMIRO BARCELOS;20111121 08:49
R.CASEMIRO DE ABREU;20111121 09:40
AV.MOAB CALDAS;20111121 10:00
R.PROF ULISSES CABRAL;20111121 10:10
AV.SEVERO DULLIUS;20111121 10:30
AV.ASSIS BRASIL;20111121 10:30
AV.PANAMERICANA;20111121 10:35
AV.LOUREIRO DA SILVA;20111121 10:40
ESTR.JOAO DE OLIVEIRA REMIAO;20111121 11:40
AV.WENCESLAU ESCOBAR;20111121 11:42
AV.PROTASIO ALVES;20111121 11:50
AV.CERES;20111121 12:05
AV.JOAO PESSOA;20111121 12:30
AV.IPIRANGA;20111121 12:45
AV.DR.NILO PECANHA;20111121 12:55
R.CARVALHO MONTEIRO;20111121 13:30
R.BUARQUE DE MACEDO;20111121 13:30
AV.IPIRANGA;20111121 14:00
ESTR.JOAO DE OLIVEIRA REMIAO;20111121 14:00
BC DO PAULINO;20111121 14:00
VDT DOM PEDRO I;20111121 14:50
AV.JERONIMO DE ORNELAS;20111121 15:00
AV.SERTORIO;20111121 15:00
R.SANTA FLORA;20111121 15:30
AV.ERNESTO NEUGEBAUER;20111121 15:30
AV.SERTORIO;20111121 15:30
AV.DEPUTADO ARAMY SILVA;20111121 15:40
AV.SEVERO DULLIUS;20111121 15:40
AV.CEL LUCAS DE OLIVEIRA;20111121 15:50
AV.CEL LUCAS DE OLIVEIRA;20111121 15:50
AV.PLINIO BRASIL MILANO;20111121 15:50
AV.NONOAI;20111121 15:55
AV.DA CAVALHADA;20111121 16:00
AV.OSVALDO ARANHA;20111121 16:00
R.WASHINGTON LUIZ;20111121 16:10
R.MONSENHOR.VERAS;20111121 16:11
AV.PRINCESA ISABEL;20111121 16:15
AV.PRAIA DE BELAS;20111121 16:25
R.PROF ANNES DIAS;20111121 16:30
R.VOLUNTARIOS DA PATRIA;20111121 16:30
AV.BENJAMIN CONSTANT;20111121 16:30
AV.DANTE ANGELO PILLA;20111121 16:30
AV.IPIRANGA;20111121 16:45
AV.NILOPOLIS;20111121 16:50
R.SENHOR.DO BOM FIM;20111121 16:50
AV.PROTASIO ALVES;20111121 16:55
R.SIQUEIRA CAMPOS;20111121 17:00
AV.JERONIMO DE ORNELAS;20111121 17:00
AV.DA CAVALHADA;20111121 17:05
AV.ASSIS BRASIL;20111121 17:40
AV.VICENTE MONTEGGIA;20111121 18:00
R.SAIBREIRA;20111121 18:00
AV.IPIRANGA;20111121 18:40
AV.DA CAVALHADA;20111121 19:00
R.EUCLYDES DA CUNHA;20111121 19:00
AV.BORGES DE MEDEIROS;20111121 19:32
R.DEZENOVE DE FEVEREIRO;20111121 19:50
R.VINTE QUATRO DE OUTUBRO;20111121 20:00
AV.BENTO GONCALVES;20111121 20:20
R.VICENTE DA FONTOURA;20111121 20:25
AV.ASSIS BRASIL;20111121 20:30
AV.NILOPOLIS;20111121 20:40
R.VASCO DA GAMA;20111121 20:45
AV.IPIRANGA;20111121 20:50
AV.IPIRANGA;20111121 20:50
AV.PROF OSCAR.PEREIRA;20111121 21:30
AV.JOAO PESSOA;20111121 23:45
R.DONA MARGARIDA;20111122 00:30
BC DA TAQUARA;20111122 00:30
AV.PLINIO KROEFF;20111122 02:45
ESTR.SAO FRANCISCO;20111122 07:10
ESTR.JOAO ANTONIO SILVEIRA;20111122 07:24
R.SAO NICOLAU;20111122 07:40
AV.IPIRANGA;20111122 07:50
AV.PROTASIO ALVES;20111122 07:50
AV.JUCA BATISTA;20111122 08:00
R.VICENTE DA FONTOURA;20111122 08:05
R.DR.MARIO TOTTA;20111122 08:10
R.VINTE QUATRO DE OUTUBRO;20111122 08:20
AV.CAPIVARI;20111122 08:30
AV.LOUREIRO DA SILVA;20111122 08:30
AV.PROF OSCAR.PEREIRA;20111122 08:40
R.MIGUEL COUTO;20111122 08:45
AV.MANOEL ELIAS;20111122 09:00
TUN NS DA CONCEICAO-ELEVADAS;20111122 09:30
TUN NS DA CONCEICAO-ELEVADAS;20111122 09:30
AV.PROTASIO ALVES;20111122 09:30
AV.FRANCA;20111122 09:30
R.VOLUNTARIOS DA PATRIA;20111122 09:38
R.SANTOS PEDROSO;20111122 09:42
LG VESPASIANO JULIO VEPPO;20111122 09:45
AV.PROTASIO ALVES;20111122 09:50
AV.CRUZ ALTA;20111122 09:55
AV.IPIRANGA;20111122 10:00
R.CEL BORDINI;20111122 10:00
ESTR.AFONSO LOURENCO MARIANTE;20111122 10:00
ESTR.JOAO DE OLIVEIRA REMIAO;20111122 10:00
AV.CRISTOVAO COLOMBO;20111122 10:02
R.CANCIO GOMES;20111122 10:15
R.DR.ALFREDO MATHIAS WILTGEN;20111122 10:20
R.ERNESTO ALVES;20111122 10:24
AV.OTTO NIEMEYER;20111122 10:30
AV.DR.NILO PECANHA;20111122 10:45
R.EUDORO BERLINK;20111122 10:50
AV.PROTASIO ALVES;20111122 10:59
AV.TERESOPOLIS;20111122 11:00
R.GEN LIMA E SILVA;20111122 11:00
AV.PROTASIO ALVES;20111122 11:00
R.ANITA GARIBALDI;20111122 11:00
AV.PROTASIO ALVES;20111122 11:00
R.RIACHUELO;20111122 11:10
AV.INDEPENDENCIA;20111122 11:15
R.VINTE QUATRO DE OUTUBRO;20111122 11:20
AV.GEN GOMES CARNEIRO;20111122 11:30
AV.CRISTOVAO COLOMBO;20111122 11:30
AV.BENTO GONCALVES;20111122 11:45
AV.SERTORIO;20111122 11:50
R.GEN LIMA E SILVA;20111122 12:00
AV.MAUA;20111122 12:00
AV.TERESOPOLIS;20111122 12:05
R.SARMENTO LEITE;20111122 12:15
AV.SATURNINO DE BRITO;20111122 12:20
AV.BRASILIANO INDIO DE MORAES;20111122 12:30
AV.PRESIDENTE JOAO GOULART;20111122 12:45
R.REIS LOUZADA;20111122 13:05
AV.DO FORTE;20111122 13:15
AV.ASSIS BRASIL;20111122 13:40
R.PROF IVO CORSEUIL;20111122 13:50
R.VINTE CINCO DE FEVEREIRO;20111122 13:50
R.FLORINHA;20111122 14:00
R.VICENTE DA FONTOURA;20111122 14:00
AV.CEL LUCAS DE OLIVEIRA;20111122 14:15
AV.VENANCIO AIRES;20111122 14:30
AV.BRASIL;20111122 14:40
R.CEL VICENTE;20111122 14:45
R.CASEMIRO DE ABREU;20111122 14:45
AV.IPIRANGA;20111122 14:55
R.SANTA CECILIA;20111122 15:05
R.ANTONIO CARLOS BERTA;20111122 15:10
AV.BRASIL;20111122 15:15
AV.GOETHE;20111122 15:30
R.GOMES DE FREITAS;20111122 15:30
AV.IPIRANGA;20111122 15:37
AV.CRISTOVAO COLOMBO;20111122 15:38
AV.PROTASIO ALVES;20111122 15:40
R.REGENTE;20111122 16:19
AV.IPIRANGA;20111122 16:35
R.PROF CRISTIANO FISCHER;20111122 16:35
R.RAMIRO BARCELOS;20111122 16:50
R.ESPERANCA;20111122 17:00
AV.PROTASIO ALVES;20111122 17:15
AV.ASSIS BRASIL;20111122 17:20
R.JOSE DE ALENCAR;20111122 17:30
AV.PROTASIO ALVES;20111122 17:50
AV.PRAIA DE BELAS;20111122 17:57
R.DEZENOVE DE FEVEREIRO;20111122 18:00
AV.PROTASIO ALVES;20111122 18:50
R.FRANCISCO PINTO DA FONTOURA;20111122 19:00
AV.BENTO GONCALVES;20111122 20:03
R.DOS ANDRADAS;20111122 22:00
AV.CRISTOVAO COLOMBO;20111122 22:50
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111123 00:50
R.DONA ALZIRA;20111123 05:30
AV.FARRAPOS;20111123 05:35
AV.BENTO GONCALVES;20111123 06:30
R.JOSE DE ALENCAR;20111123 07:20
R.JOAO GUIMARAES;20111123 07:45
AV.DOS INDUSTRIARIOS;20111123 07:45
R.DR.JOAO INACIO;20111123 07:47
R.VOLUNTARIOS DA PATRIA;20111123 07:50
AV.DOLORES ALCARAZ CALDAS;20111123 08:00
AV.CARLOS GOMES;20111123 08:00
AV.BENTO GONCALVES;20111123 08:25
AV.DOS BURGUESES;20111123 08:25
AV.ASSIS BRASIL;20111123 08:28
AV.BENTO GONCALVES;20111123 08:40
R.DONA MARGARIDA;20111123 08:40
R.VASCO DA GAMA;20111123 08:42
R.DONA MARGARIDA;20111123 08:45
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111123 08:50
R.CASEMIRO DE ABREU;20111123 09:00
AV.PLINIO BRASIL MILANO;20111123 09:08
R.DR.BARCELOS;20111123 09:15
R.DR.SALVADOR.FRANCA;20111123 09:25
AV.IPIRANGA;20111123 09:30
AV.IPIRANGA;20111123 09:40
AV.PRINCESA ISABEL;20111123 10:10
AV.PRAIA DE BELAS;20111123 10:20
R.FERNANDO CORTEZ;20111123 10:40
R.JOAQUIM SERRA;20111123 11:00
R.QUINTINO BOCAIUVA;20111123 11:00
AV.BRASIL;20111123 11:00
AV.BERNARDI;20111123 11:02
R.SARMENTO LEITE;20111123 11:03
AV.LOUREIRO DA SILVA;20111123 11:10
R.MARECHAL FLORIANO PEIXOTO;20111123 11:10
R.ANTENOR.LEMOS;20111123 11:30
R.GARIBALDI;20111123 11:30
AV.CEARA;20111123 11:40
R.VOLUNTARIOS DA PATRIA;20111123 11:55
AV.NONOAI;20111123 12:00
R.MUCIO TEIXEIRA;20111123 12:20
R.CEL FRANCISCO BITENCOURT;20111123 12:40
R.JERONIMO COELHO;20111123 13:00
R.DR.TIMOTEO;20111123 13:00
R.SETE DE ABRIL;20111123 13:15
AV.IPIRANGA;20111123 13:15
AV.PRAIA DE BELAS;20111123 13:25
AV.PROTASIO ALVES;20111123 13:35
R.BARAO DO COTEGIPE;20111123 13:40
AV.PROTASIO ALVES;20111123 14:00
R.BOTAFOGO;20111123 14:15
AV.DA CAVALHADA;20111123 14:30
AV.TRAMANDAI;20111123 14:40
AV.DR.CARLOS BARBOSA;20111123 14:40
R.BUARQUE DE MACEDO;20111123 14:40
AV.IPIRANGA;20111123 14:45
AV.FARRAPOS;20111123 14:50
AV.IPIRANGA;20111123 15:10
R.BADEN POWELL;20111123 15:15
AV.BENTO GONCALVES;20111123 16:00
AV.RODRIGUES DA FONSECA;20111123 16:20
R.ARABUTAN;20111123 16:30
AV.ASSIS BRASIL;20111123 17:00
R.DR.BARCELOS;20111123 18:00
R.DR.CAMPOS VELHO;20111123 18:15
AV.PROTASIO ALVES;20111123 18:30
R.MARIANTE;20111123 18:50
AV.BENTO GONCALVES;20111123 18:55
AV.ASSIS BRASIL;20111123 18:55
R.FELIZARDO;20111123 18:59
AV.CEL APARICIO BORGES;20111123 19:10
AV.IPIRANGA;20111123 19:20
R.DONA EUGENIA;20111123 19:20
R.GEN SADY CAHEN FISCHER;20111123 19:45
AV.PROTASIO ALVES;20111123 19:50
R.BARAO DE SANTO ANGELO;20111123 20:30
R.DOMINGOS RUBBO;20111123 20:30
AV.PROTASIO ALVES;20111123 21:35
AV.IPIRANGA;20111123 22:30
AV.AUGUSTO MEYER;20111123 22:50
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111123 23:00
AV.SERTORIO;20111124 03:30
AV.PRESIDENTE CASTELO BRANCO;20111124 06:40
R.MARTINS DE LIMA;20111124 06:40
AV.ICARAI;20111124 07:00
AV.GOMES DE CARVALHO;20111124 07:00
AV.PROTASIO ALVES;20111124 07:05
ESTR.FRANCISCA DE OLIVEIRA VIEIRA;20111124 07:15
AV.IPIRANGA;20111124 07:24
AV.CEL MARCOS;20111124 07:30
R.EUDORO BERLINK;20111124 07:50
R.QUINTINO BOCAIUVA;20111124 08:00
AV.PROTASIO ALVES;20111124 08:20
R.SAO NICOLAU;20111124 08:32
AV.FARRAPOS;20111124 08:45
AV.JUCA BATISTA;20111124 08:55
R.SANTA CECILIA;20111124 09:00
AV.IPIRANGA;20111124 09:15
R.FERNANDES VIEIRA;20111124 09:30
AV.PLINIO BRASIL MILANO;20111124 09:30
AV.CEARA;20111124 09:40
AV.BENTO GONCALVES;20111124 10:00
AV.PERNAMBUCO;20111124 10:10
AV.DOS ESTADOS;20111124 10:30
R.CEL MASSOT;20111124 10:35
R.DEMETRIO RIBEIRO;20111124 10:40
AV.CRISTOVAO COLOMBO;20111124 11:30
R.DR.RAUL MOREIRA;20111124 11:40
AV.IPIRANGA;20111124 11:45
AV.DA CAVALHADA;20111124 12:00
AV.A J RENNER;20111124 12:10
AV.INDEPENDENCIA;20111124 12:13
AV.PROTASIO ALVES;20111124 12:20
AV.DA AZENHA;20111124 12:30
AV.JOAO OBINO;20111124 12:45
AV.CRISTOVAO COLOMBO;20111124 12:45
R.MARQUES DO HERVAL;20111124 12:50
AV.DR.CARLOS BARBOSA;20111124 13:00
R.ANITA GARIBALDI;20111124 13:05
LG VESPASIANO JULIO VEPPO;20111124 13:20
R.GASPAR.MARTINS;20111124 13:30
AV.IPIRANGA;20111124 13:35
AV.DR.NILO PECANHA;20111124 14:00
R.SOUZA REIS;20111124 14:00
R.AUGUSTO SEVERO;20111124 14:10
AV.PLINIO BRASIL MILANO;20111124 14:40
R.AMERICO VESPUCIO;20111124 14:40
R.PAULO FONTOURA GASTAL;20111124 14:50
R.DOM PEDRO II;20111124 14:50
AV.DA CAVALHADA;20111124 15:00
AV.JOAO PESSOA;20111124 15:17
AV.DR.NILO PECANHA;20111124 15:20
R.DONA LAURA;20111124 15:55
R.PADRE DIOGO FEIJO;20111124 16:00
AV.IPIRANGA;20111124 16:09
AV.BENTO GONCALVES;20111124 16:20
R.INTENDENTE ALFREDO AZEVEDO;20111124 16:25
AV.CAPIVARI;20111124 16:40
AV.SATURNINO DE BRITO;20111124 16:45
AV.JULIO DE CASTILHOS;20111124 16:55
AV.SERTORIO;20111124 17:00
AV.IPIRANGA;20111124 17:40
ESTR.JOAO DE OLIVEIRA REMIAO;20111124 17:50
AV.IPIRANGA;20111124 17:50
AV.SERTORIO;20111124 17:55
AV.JULIO DE CASTILHOS;20111124 18:00
AV.SERTORIO;20111124 18:00
R.PROF CRISTIANO FISCHER;20111124 18:20
AV.PROTASIO ALVES;20111124 18:30
R.VOLUNTARIOS DA PATRIA;20111124 18:48
AV.JUCA BATISTA;20111124 19:20
R.VICENTE DA FONTOURA;20111124 19:30
AV.IPIRANGA;20111124 20:00
AV.EDVALDO PEREIRA PAIVA;20111124 20:10
AV.PRINCESA ISABEL;20111124 20:15
R.CANCIO GOMES;20111124 20:30
R.LA PLATA;20111124 21:30
R.DONA LAURA;20111124 21:50
AV.ASSIS BRASIL;20111124 22:15
AV.ASSIS BRASIL;20111124 22:30
AV.PROTASIO ALVES;20111124 23:00
AV.BENTO GONCALVES;20111124 23:13
AV.ASSIS BRASIL;20111124 23:20
AV.ASSIS BRASIL;20111124 23:20
AV.IPIRANGA;20111125 01:15
AV.FARRAPOS;20111125 02:20
AV.DR.NILO PECANHA;20111125 04:30
AV.IPIRANGA;20111125 07:30
AV.IPIRANGA;20111125 07:30
R.NELSON ZANG;20111125 07:30
R.POTENGI;20111125 07:30
ESTR.COSTA GAMA;20111125 07:45
R.ROBERTO FELIX BERTOI;20111125 07:46
R.DR.OTAVIO SANTOS;20111125 07:50
AV.GEN EMILIO LUCIO ESTEVES;20111125 07:55
AV.PROF OSCAR.PEREIRA;20111125 08:00
R.ANTONIO JOAQUIM MESQUITA;20111125 08:00
R.MUCIO TEIXEIRA;20111125 08:10
AV.EDGAR.PIRES DE CASTRO;20111125 08:15
AV.LOUREIRO DA SILVA;20111125 08:20
R.CORREA LIMA;20111125 08:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111125 08:40
R.VOLUNTARIOS DA PATRIA;20111125 09:00
AV.ASSIS BRASIL;20111125 09:00
R.ERNESTO FONTOURA;20111125 09:15
AV.PRESIDENTE CASTELO BRANCO;20111125 09:32
AV.BENTO GONCALVES;20111125 09:45
R.COSTA;20111125 10:05
AV.SERTORIO;20111125 10:05
AV.ERICO VERISSIMO;20111125 10:07
R.DONA SEBASTIANA;20111125 10:15
R.ANITA GARIBALDI;20111125 10:35
R.BARAO DO AMAZONAS;20111125 10:45
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111125 11:15
AV.MAUA;20111125 11:20
R.SIMAO KAPPEL;20111125 11:20
R.VOLUNTARIOS DA PATRIA;20111125 11:23
R.VOLUNTARIOS DA PATRIA;20111125 11:30
R.JOAO MOREIRA MACIEL;20111125 11:52
AV.PRESIDENTE FRANKLIN ROOSEVELT;20111125 12:00
R.DONA SEBASTIANA;20111125 13:00
AV.FARRAPOS;20111125 13:45
AV.JOAO XXIII;20111125 13:55
R.GEN JOAO MANOEL;20111125 14:15
AV.IPIRANGA;20111125 14:15
AV.BENTO GONCALVES;20111125 14:40
LG JOAO AMORIM DE ALBUQUERQUE;20111125 14:50
AV.CEL APARICIO BORGES;20111125 15:00
AV.ASSIS BRASIL;20111125 15:10
AV.IPIRANGA;20111125 15:25
R.GUILHERME ALVES;20111125 15:30
R.JOSE DE ALENCAR;20111125 16:00
ESTR.JOAO DE OLIVEIRA REMIAO;20111125 16:00
R.DUQUE DE CAXIAS;20111125 16:10
R.MARIANTE;20111125 16:15
AV.FARRAPOS;20111125 16:15
R.PROF SARMENTO BARATA;20111125 16:15
AV.PROF OSCAR.PEREIRA;20111125 16:25
R.MALI;20111125 16:50
R.JERONIMO COELHO;20111125 16:54
TRAV.HELENA SPEROTTO;20111125 16:58
AV.ALBERTO BINS;20111125 17:00
R.SAO JOAQUIM;20111125 17:00
AV.ASSIS BRASIL;20111125 17:15
AV.ECOVILLE;20111125 17:30
AV.PROTASIO ALVES;20111125 17:40
AV.PROTASIO ALVES;20111125 17:44
R.BANCO DA PROVINCIA;20111125 17:50
AV.IPIRANGA;20111125 18:10
AV.ASSIS BRASIL;20111125 18:15
R.SARMENTO LEITE;20111125 18:20
R.DR.CAMPOS VELHO;20111125 18:30
AV.CRISTOVAO COLOMBO;20111125 18:40
AV.PAULO GAMA;20111125 18:50
AV.BORGES DE MEDEIROS;20111125 19:16
AV.CRISTOVAO COLOMBO;20111125 19:18
R.CAMAQUA;20111125 19:30
R.DA CONCEICAO;20111125 19:30
LG VESPASIANO JULIO VEPPO;20111125 19:30
R.VOLUNTARIOS DA PATRIA;20111125 19:30
AV.FARRAPOS;20111125 20:00
AV.PROTASIO ALVES;20111125 20:25
ESTR.JOAO ANTONIO SILVEIRA;20111125 20:30
R.FREDERICO MENTZ;20111125 20:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111125 21:40
TRAV.ORION;20111125 22:00
AV.LUIZ FRANCISCO ZANELLA;20111125 23:30
AV.ANTONIO CARVALHO;20111125 23:50
R.CASTRO ALVES;20111126 00:40
R.SANTUARIO;20111126 01:30
AV.FARRAPOS;20111126 01:35
R.JOSE DO PATROCINIO;20111126 02:10
AV.PROF OSCAR.PEREIRA;20111126 02:36
AV.JULIO DE CASTILHOS;20111126 05:50
AV.DR.NILO PECANHA;20111126 06:45
R.SAO LUIZ;20111126 07:00
BC DO PAULINO;20111126 07:15
AV.KARL IWERS;20111126 07:30
R.MARQUES DO POMBAL;20111126 07:55
